"","basisOfRecord","catalogNumber","collectionCode","datasetID","day","decimalLatitude","decimalLongitude","eventDate","individualCount","institutionCode","modified","month","occurrenceID","occurrenceStatus","scientificName","scientificNameID","year","id","dataset_id","node_id","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","kingdom","phylum","subphylum","infraphylum","parvphylum","gigaclass","superclass","class","subclass","order","family","subfamily","genus","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","familyid","subfamilyid","genusid","speciesid","aphiaID","originalScientificName","category","flags","bathymetry","shoredistance","sst","sss","coordinateUncertaintyInMeters","country","fieldNumber","footprintWKT","locality","maximumDepthInMeters","minimumDepthInMeters","organismID","organismQuantity","organismQuantityType","sex","vernacularName","depth","coordinatePrecision","scientificNameAuthorship","taxonRank","datasetName","disposition","dynamicProperties","eventID","geodeticDatum","habitat","preparations","recordedBy","samplingProtocol","specificEpithet","superdomain","superdomainid","countryCode","dataGeneralizations","georeferenceProtocol","georeferencedBy","identifiedBy","institutionID","island","islandGroup","language","license","locationID","occurrenceRemarks","ownerInstitutionCode","parentEventID","references","sampleSizeUnit","sampleSizeValue","stateProvince","taxonID","type","verbatimDepth","verbatimEventDate","waterBody","bibliographicCitation","lifeStage","associatedReferences","collectionID","continent","eventRemarks","locationRemarks","municipality","parentNameUsageID","recordNumber","taxonomicStatus","acceptedNameUsage","acceptedNameUsageID","georeferenceSources","georeferenceVerificationStatus","higherGeography","identificationID","previousIdentifications","rightsHolder","verbatimSRS","eventTime","georeferenceRemarks","maximumElevationInMeters","minimumElevationInMeters","dateIdentified"
"65","HumanObservation","BTE_ 7207","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","3",-7.8,67.07,"2009-02-03/2009-02-03","61.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","2","Balbaya_tuna_ecoscope_ 7207","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2009","07c41c8a-e2f8-4839-86c0-1d611f24852c","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1233619200000,1233619200000,1233619200000,2009,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",3593,485099,28.22,34.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","HumanObservation","BTE_ 4258","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","23",-4.67,48.67,"2005-02-23/2005-02-23","147.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","2","Balbaya_tuna_ecoscope_ 4258","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2005","07cb8e37-d9d7-40ac-a74a-d2c3f5f3b053","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1109116800000,1109116800000,1109116800000,2005,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4863,486997,27.82,35.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","HumanObservation","BTE_ 6864","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","25",-3.13,58.8,"2008-07-25/2008-07-25","139.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","7","Balbaya_tuna_ecoscope_ 6864","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2008","07ede947-ee9a-4c89-8a55-c6a583ce0867","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1.216944e+12,1.216944e+12,1.216944e+12,2008,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4145,346170,28.71,35.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","HumanObservation","BTE_ 8913","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","28",0.45,50.05,"2012-05-28/2012-05-28","50.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","5","Balbaya_tuna_ecoscope_ 8913","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2012","07fa2250-f372-4bca-8742-bcd9d5504327","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1338163200000,1338163200000,1338163200000,2012,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",5085,473507,27.69,35.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","HumanObservation","BTE_ 8862","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","8",-14.5,43.22,"2012-04-08/2012-04-08","52.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","4","Balbaya_tuna_ecoscope_ 8862","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2012","080dd332-a886-417b-bade-66201d3a1ae5","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1333843200000,1333843200000,1333843200000,2012,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",3308,218188,27.72,34.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","HumanObservation","BTE_ 8323","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","9",-11.75,57.85,"2011-05-09/2011-05-09","64.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","5","Balbaya_tuna_ecoscope_ 8323","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2011","082bdbc7-54ce-4b78-9acf-7f9433f36482","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1304899200000,1304899200000,1304899200000,2011,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4131,188450,27.3,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","HumanObservation","BTE_ 6593","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","24",-5.62,68.85,"2008-01-24/2008-01-24","8.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","1","Balbaya_tuna_ecoscope_ 6593","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2008","0867bca9-ca47-48d6-8467-ddc932ba91d4","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1201132800000,1201132800000,1201132800000,2008,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",2871,277336,28.68,34.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","HumanObservation","BTE_ 6386","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","9",-1.8,55.1,"2007-10-09/2007-10-09","46.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","10","Balbaya_tuna_ecoscope_ 6386","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2007","08afa937-9005-4715-9ad7-767f197189b6","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1.191888e+12,1.191888e+12,1.191888e+12,2007,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",4468,212915,28.51,35.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","HumanObservation","BTE_ 5419","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","17",-3.83,59.28,"2006-07-17/2006-07-17","140.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","7","Balbaya_tuna_ecoscope_ 5419","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2006","08b517e0-9a38-424a-baf8-7d5746f23b58","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1153094400000,1153094400000,1153094400000,2006,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4061,376412,28.6,35.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","HumanObservation","BTE_ 8164","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","13",-3.23,75.98,"2011-01-13/2011-01-13","27.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","1","Balbaya_tuna_ecoscope_ 8164","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2011","08b72aa2-4a42-42d4-a3a7-8f7b7593a59e","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1294876800000,1294876800000,1294876800000,2011,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",4887,419394,29.12,34.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","HumanObservation","BTE_ 5145","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","2",-11.4,52.68,"2006-02-02/2006-02-02","125.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","2","Balbaya_tuna_ecoscope_ 5145","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2006","09014fb4-4336-4b4d-9a18-361968740622","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1138838400000,1138838400000,1138838400000,2006,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4867,212951,27.23,34.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","HumanObservation","BTE_ 4245","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","19",-5.45,47.85,"2005-02-19/2005-02-19","1.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","2","Balbaya_tuna_ecoscope_ 4245","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2005","09093bbc-b086-49f6-a660-3bca3ec55480","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1108771200000,1108771200000,1108771200000,2005,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",4795,462308,27.81,35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","HumanObservation","BTE_ 5330","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","27",2.12,50.18,"2006-05-27/2006-05-27","90.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","5","Balbaya_tuna_ecoscope_ 5330","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2006","0914b78a-7956-4deb-bb4b-15b2c9f2f78c","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1.148688e+12,1.148688e+12,1.148688e+12,2006,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4123,358188,27.56,35.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","HumanObservation","BTE_ 6949","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","6",3,54.17,"2008-09-06/2008-09-06","101.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","9","Balbaya_tuna_ecoscope_ 6949","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2008","092d93a5-68cb-49ce-8a76-79f1e741c366","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1220659200000,1220659200000,1220659200000,2008,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",5023,667203,28.15,35.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","HumanObservation","BTE_ 9066","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","10",-1.97,56.2,"2012-09-10/2012-09-10","3.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","9","Balbaya_tuna_ecoscope_ 9066","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2012","093ba183-e78e-42fa-b83f-ec8e6daba37b","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1347235200000,1347235200000,1347235200000,2012,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",4442,211704,28.62,35.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","HumanObservation","BTE_ 7984","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","30",4,57.87,"2010-08-30/2010-08-30","180.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","8","Balbaya_tuna_ecoscope_ 7984","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2010","094a9a08-afc9-4e9d-80ec-38d2b8e3072d","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1283126400000,1283126400000,1283126400000,2010,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4573,900982,28.7,35.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","HumanObservation","BTE_ 4266","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","27",-8.13,50.05,"2005-02-27/2005-02-27","150.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","2","Balbaya_tuna_ecoscope_ 4266","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2005","094f4af7-eb4b-4841-9945-daac81a6452c","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1109462400000,1109462400000,1109462400000,2005,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4119,152322,27.5,35.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","HumanObservation","BTE_ 8334","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","13",-12.37,57.18,"2011-05-13/2011-05-13","25.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","5","Balbaya_tuna_ecoscope_ 8334","present","Thunnus alalunga","urn:lsid:marinespecies.org:taxname:127026","2011","0952d900-d2bd-4077-97d9-5ddeb03aad50","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1305244800000,1305244800000,1305244800000,2011,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus alalunga",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127026,127026,"Thunnus alalunga","NT","NO_DEPTH",4464,215695,27.21,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
